,straat,huisnr,adres,vergunning,vergund tot
2409,Aagje Dekenstraat,117,Aagje Dekenstraat 117,terrasvergunning,2025-08-21
2410,Nieuwe Ommoordseweg,136,Nieuwe Ommoordseweg 136,terrasvergunning,2023-09-17
2411,Parnassuspad,188,Parnassuspad 188,terrasvergunning,2024-01-26
2412,Benneveld,53,Benneveld 53,nachthoreca,2024-09-30
2413,Geertsemastraat,101,Geertsemastraat 101,omgevingsvergunning,2025-09-04
2414,Gooilandsingel,52,Gooilandsingel 52,exploitatievergunning,2024-01-23
2415,Leo Ottplaats,40,Leo Ottplaats 40,terrasvergunning,2023-11-02
2416,Loods Holland,184,Loods Holland 184,exploitatievergunning,2023-03-11
2417,Engelsestraat,50,Engelsestraat 50,terrasvergunning,2024-10-23
2418,Rodenburgstraat,56,Rodenburgstraat 56,omgevingsvergunning,2024-02-27
2419,Jufferhof,29,Jufferhof 29,nachthoreca,2025-07-02
2420,Tochtstraat,22,Tochtstraat 22,omgevingsvergunning,2026-08-23
2421,Doggerstraat,67,Doggerstraat 67,terrasvergunning,2024-12-09
2422,Afsluiterpad,71,Afsluiterpad 71,omgevingsvergunning,2024-07-30
2423,Kiotoweg,55,Kiotoweg 55,exploitatievergunning,2023-06-07
2424,Emelenkamp,121,Emelenkamp 121,alcoholvergunning,2022-07-29
2425,Proveniersstraat,77,Proveniersstraat 77,nachthoreca,2022-10-03
2426,Krulmos,59,Krulmos 59,exploitatievergunning,2025-12-01
2427,Sandhorst,188,Sandhorst 188,omgevingsvergunning,2023-11-30
2428,Tulpstraat,76,Tulpstraat 76,nachthoreca,2025-06-04
2429,Gaffelstraat,145,Gaffelstraat 145,exploitatievergunning,2026-02-06
2430,Nautastraat,19,Nautastraat 19,alcoholvergunning,2023-12-26
2431,Roselo,100,Roselo 100,omgevingsvergunning,2027-06-11
2432,Koperstraat,191,Koperstraat 191,omgevingsvergunning,2023-02-28
2433,Vantaabaan,175,Vantaabaan 175,nachthoreca,2023-12-24
2434,Taandersplein,12,Taandersplein 12,omgevingsvergunning,2023-12-05
2435,Heenvlietstraat,30,Heenvlietstraat 30,alcoholvergunning,2023-03-29
2436,Andoorn,200,Andoorn 200,nachthoreca,2023-12-23
2437,Karveelpad,123,Karveelpad 123,omgevingsvergunning,2023-11-17
2438,Van der Takstraat,181,Van der Takstraat 181,nachthoreca,2026-06-04
2439,Asta Elstakstraat,74,Asta Elstakstraat 74,omgevingsvergunning,2023-04-08
2440,Blauwemeer,26,Blauwemeer 26,exploitatievergunning,2025-09-09
2441,Jan van Weeldenstraat,36,Jan van Weeldenstraat 36,exploitatievergunning,2024-07-04
2442,Neptunusstraat,96,Neptunusstraat 96,omgevingsvergunning,2024-06-26
2443,Barcelonastraat,95,Barcelonastraat 95,exploitatievergunning,2022-08-10
2444,Grift,94,Grift 94,nachthoreca,2026-09-15
2445,Bolkruid,70,Bolkruid 70,alcoholvergunning,2026-06-28
2446,Van Adrichemweg,90,Van Adrichemweg 90,exploitatievergunning,2027-04-07
2447,Rijnvoorde,149,Rijnvoorde 149,exploitatievergunning,2026-05-13
2448,Dagpauwoog,127,Dagpauwoog 127,terrasvergunning,2026-01-23
2449,Schielaan,200,Schielaan 200,omgevingsvergunning,2025-02-07
2450,Rusthoflaan,39,Rusthoflaan 39,alcoholvergunning,2026-07-03
2451,Wolphaertstraat,76,Wolphaertstraat 76,alcoholvergunning,2026-03-25
2452,Zijl,9,Zijl 9,terrasvergunning,2024-07-26
2453,Metaalhof,33,Metaalhof 33,terrasvergunning,2024-12-16
2454,Hogehof,126,Hogehof 126,terrasvergunning,2023-02-18
2455,Maeterlinckweg,57,Maeterlinckweg 57,exploitatievergunning,2024-10-08
2456,Steve Bikoplaats,45,Steve Bikoplaats 45,exploitatievergunning,2022-08-23
2457,Apollostraat,161,Apollostraat 161,nachthoreca,2023-12-06
2458,Heyenkamp,69,Heyenkamp 69,nachthoreca,2025-01-05
2459,Giraffestraat,1,Giraffestraat 1,terrasvergunning,2023-04-13
2460,Virginia Gaaipad,192,Virginia Gaaipad 192,alcoholvergunning,2026-04-03
2461,Beukelsdijk,143,Beukelsdijk 143,terrasvergunning,2027-05-08
2462,Kil,198,Kil 198,exploitatievergunning,2023-11-21
2463,Kappeynestraat,139,Kappeynestraat 139,omgevingsvergunning,2023-01-14
2464,Kromme Wiekstraat,41,Kromme Wiekstraat 41,nachthoreca,2026-03-14
2465,Vroesenpad,116,Vroesenpad 116,alcoholvergunning,2024-08-19
2466,Van Nelleweg,35,Van Nelleweg 35,omgevingsvergunning,2025-05-26
2467,Dijkmeesterpad,153,Dijkmeesterpad 153,nachthoreca,2022-10-21
2468,1e Kiefhoekstraat,73,1e Kiefhoekstraat 73,exploitatievergunning,2024-04-09
2469,Onderweg,197,Onderweg 197,omgevingsvergunning,2024-02-08
2470,Rederijstraat,71,Rederijstraat 71,exploitatievergunning,2023-02-07
2471,Rupsklaver,106,Rupsklaver 106,terrasvergunning,2023-11-02
2472,Westkousdijk,168,Westkousdijk 168,alcoholvergunning,2027-03-16
2473,Paasweide,110,Paasweide 110,alcoholvergunning,2023-12-22
2474,Buys Ballotlaan,121,Buys Ballotlaan 121,nachthoreca,2024-03-22
2475,Pinksterbloem,197,Pinksterbloem 197,alcoholvergunning,2024-10-20
2476,Lamastraat,170,Lamastraat 170,omgevingsvergunning,2022-12-27
2477,Spruytstraat,118,Spruytstraat 118,alcoholvergunning,2026-10-21
2478,Alberto Moraviahof,70,Alberto Moraviahof 70,omgevingsvergunning,2024-02-13
2479,Wilkstraat,112,Wilkstraat 112,omgevingsvergunning,2024-12-18
2480,Huub van den Brulestraat,4,Huub van den Brulestraat 4,exploitatievergunning,2026-05-21
2481,Rhodoshof,106,Rhodoshof 106,nachthoreca,2027-03-02
2482,Kalmarpad,141,Kalmarpad 141,terrasvergunning,2024-05-27
2483,Verboomstraat,39,Verboomstraat 39,exploitatievergunning,2024-02-03
2484,Breitnerstraat,159,Breitnerstraat 159,exploitatievergunning,2024-03-17
2485,Fleringenstraat,98,Fleringenstraat 98,nachthoreca,2025-05-22
2486,Goudkruid,112,Goudkruid 112,exploitatievergunning,2024-01-28
2487,Rijstuin,28,Rijstuin 28,exploitatievergunning,2023-01-08
2488,Hoeksestraat,116,Hoeksestraat 116,exploitatievergunning,2026-12-31
2489,Kalverhagen,163,Kalverhagen 163,terrasvergunning,2024-03-09
2490,Hooglandstraat,190,Hooglandstraat 190,nachthoreca,2024-06-18
2491,Zwethkade,108,Zwethkade 108,exploitatievergunning,2024-05-12
2492,C.P.Tielestraat,186,C.P.Tielestraat 186,omgevingsvergunning,2022-09-28
2493,Vondelhof,167,Vondelhof 167,omgevingsvergunning,2025-04-27
2494,Noordpolderstraat,135,Noordpolderstraat 135,nachthoreca,2025-07-16
2495,Groeninxstraat,135,Groeninxstraat 135,alcoholvergunning,2024-12-18
2496,Slotstraat,85,Slotstraat 85,terrasvergunning,2022-12-23
2497,Kwekerijstraat,164,Kwekerijstraat 164,exploitatievergunning,2026-11-10
2498,Herweijerstraat,65,Herweijerstraat 65,omgevingsvergunning,2026-02-14
2499,Posthumalaan,67,Posthumalaan 67,omgevingsvergunning,2022-10-26
